,text,class
1258,Malik eserlerinden görkemli bir sergi Taksim Sanat giderken eski okulumun önünden Orada öğrenciyken gün taşınıp Sahaflar gezinmelerim aklıma kitaplarını Elif Aksel Cumhuriyet döneminin yetiştirdiği önemli bir sanat Yaşadığı toprağa yaşadığı toprağa sevgi duymuş gerçek bir Beşir suluboya resimde başlı başına bir Yıllar yılı suluboya resim büyük tutkum eserlerinden sergi bir hayatımıza suluboya gönül indirmeyen bir var hele sade bir Murat Nuri Aksel gönül sıcaklığıyla dolup taşan resimleri nice zaman Birkaç yıldır yazar ressam Malik Beşir Ayvazoğlu yaşatma Yaşatma çabasında büyük emeğini henüz tam anlamıyla kavramış sanıyorum kendimiz olmaya içtenlikle karar ihtiyaç duyduğumuz zaman diliminde Malik gerçekten Yayınları Beşir titiz çalışmasıyla bütün eserlerini bugünün okuruyla Bir yine Beşir Ayvazoğlu imzalı değerli biyografi söz Kültür hayatımızın yakın çağdaki gelgitlerini öğrenmek isteyenler için altı kitap büyük bir eserleri dizisinin son kitabı Sanat Folklor bir iki hafta önce yayımlandı Malik Aksel sergisine Sanat Bakanlık Yetmişlerin sonunda tadı damağımda kalarak Folklor bir Beşir Bey yeniden tasnif etme ihtiyacını İtiraf etmek gerekiyor Sanat Folklor Ortası dersiz topsuz basılmış biyografik çalışmasında başına gelenler ayrıntılarıyla tertemiz basımlı Sanat Folklor bize bizden Meselâ sayfada yer alan Kadın Mihri önce resim sanatına gönül vermiş Müfide yaşamında iz süren Malik Aksel yazısının sonunda bize önemli bilgiyi ressam kızın eserlerinin olduğu bilinmemekle hazin hayatı hatıraları Halide Son Eseri adlı romanını tarihçemizi içeriden hissetmek isteyenler için önemli bir yenilik tarihçemize beylik yaklaşımlara dün hiçbir ifade Yazık bugün Eseri Halide göze batmamış eserleri Son ilintili iki kaynağı hatırlatıyor İnci kadar kapsamlı Halide Edib çalışmasını Taha İlk Kadın Son Eseri keşke bir Müfide esin kaynaklığı perspektifinden yaklaşılarak ikinci bölümü Olağanüstü önemde yazıların yer aldığı bir Hangi sancılardan geçilerek yol alındığını kederiyle ironisinin iç içe geçtiği anlatımından Yenilik gömleğini sırta geçirmenin kadar kolay olmadığını Malik Aksel bize âdeta bir toplumbilimci eserlerde havayı Bir yandan eskinin bir yandan yeniye açılmanın yordamını Şubat Çeyrek yüzyıla yakın zaman Oysa onun eseri dünden yarına seslenmekte devam Hem resimleri ille çözümsüz sanılmış meselelere yanıt dair iri iri sözlerle dolup taşan nice kitabın yapamadığını Malik Aksel öylesine alçakgönüllü yazılarıyla bir ömür boyu yer alan yazılar Onun emeğinden söz sanat varlığımız demek ihtiyacını Sanat hayat varlığımızı algılamak için Malik mutlaka ,SELİM İLERİ
1259,kaygılarla donanmış bir mektubu Mart Adalet Birden bahar söz konusu yol boyu çiçek hali çıkıyor şairin Divan edebiyatının şükûfenâmelerini adlarını bilmediği otuz Bu renk şekil şöleninden Hüsamettin gelen mektubu basımı sonbahara Adalet iyi Ama hemen ardından umutsuzluk yirmilerinde yazdığı bir insan altmışında Aynı güncesinde kaleme getirdiğini Değişen değişen değişen şiir meselesi üzerinde ayrıca okullarda okutulan dilsiz kaldığımızın dil kavgaları sürüp Öz hızla geliştiğini ileri sürenler Bu yeni ileri sürenler Öz tümden karşı olanlar bir başka güzel sözgelimi Refik âdeta görmezden Bu kavga sürüp hatta siyasî bir kimlik olup işte dilsizliğe bugünkü yaşımda şiirden bambaşka bir anlıyorum Onu asıl dergilerde kalmış yayımlamamış olduğu şiirlerin eskiyip Mektubun bölümü coşumlarla Sancıyı bir yandan üzerine yeniden Kendi yazdıklarımı yayımladıklarımı ölçüp Ne Ne bazan sizin elinizde olmayan sebeplerle eskiyip Her Gece Bodrum ilgi Bu ilgi buçuk bugün geçmişin Şöyle karıştırdım O geriye hiçbir bilici olmadığınız doğa harikası yerine bugünkünün saltanat kendi üslûbunuz size ürkütücü bir Sözcükler sizin cümleyi hangi ruh karmaşasıyla yazdığınızı bile Yine eskiyip Gece üç beş yıl sonra yazdığım Cehennem kadar neyse anlatım Her Gece üslûp kargaşası Cehennem Her Gece yazarken birçok etkinin ardı sıra Virginia tutkulu bir Bir yandan Yakup Oktay Edip Denizler söz konusu olduğu için Halikarnas esinlenme bence sanatın doğası Ama esinlenişleri kendi potanızda eritmeniz zaman Her Gece potada eritememiş olmam mektubuna O eskidi şiirler önce kitapta derlenseydi bunca üzülür ilk kitabım Cumartesi yeniden Tecrübesizliklerimi çocukça bir korkuyla gizlemeye Cumartesi hikâyelerin sonra yazdıklarıma yol açtığını duyumsayıncaya Bir gün kitap yazarlık çabamın çocukluğu geldi inadımdan insanın yazarlığıyla titizliğindeki bir sanatçı mücadelenin elbette zorlusunu ,SELİM İLERİ
1260,Eşref Diyorlar Birkaç yıl önce eserin ortaöğretimde okutulması salık yazarlarımız dudak Oysa Diyorlar önce yazdığım on dokuzuncu yüzyıl sonunun yirminci yüzyıl başının bütün bir edebiyat ortamını karmakarışık listede eser gönül söyleştiği edebiyat yarından edebiyatımızın yenilerce hızla geliştirileceğini dile Birer üstad kimliğinde görünmek yol açıcı olmayı tercih salonunda konuklarını kabul eden Abdülhak Hâmid günün edebiyatındaki ilerlemeyi ifade mi filan yenileşmeyi pek ileriye şairi yeni kuşakların Türk edebiyatına yeni ufuklar kazandıracağı Yeni yeni bakış yeni değerler iyimser umutlu dönemin önde gelen yazarlarınca Nigâr Hanım yeni edebiyatın biraz fazla yakınmaktadır kimi gençleri yine soylu görüşlerini öğrendiğimiz genç yazarlar ustalarını saygıyla devirler zevk anlatımda ayrımlar baş gelgelelim saygıda kusur Genç yazarlar bir zincirin halkaları olduklarının yanı başında Halide Namık verdiği önemi Halide yetişme yıllarında şiirini büyük şiirin sesinden bir türlü O seste bir yıldırımın sarsıcılığını Halid söz açarken mesafeli düzyazısını yalnızca Halid sınırlandıranlara bir yanıt ulaştırmak ister Halid nesirdeki yeniliğini kendisiyle birlikte aynı dönemde yazmış başka kimselere Bir bakıma Mehmed hatırlanması amacını zamanlar ününün doruğunda genç bir romancı olan Handan yazarı kendi kuşağının yazarlarını büyük bir sevgiyle Yakup Kadri Refik Halid benim için mühim birer mükemmel Ahmed Yahya Kemal İlki Türk şiirine anlamlı yenilikler getirecek güçlü şairi edebiyat edebiyatın ortak karşılıklı düşünce birbirinden hatta esinlenmelerle yol ayakta kalabileceği Nitekim Yakup Kadri Halide bir hayranı olduğunu söylemekten kıvanç Altı yedi yıl sonra yüz yaşında bir ortamına göz ötesini yok sayan yazarlar dünyasındayız Art arda yayımlanan söyleşileri televizyon izlencelerindeki afır tafırları bir savrulup Benden öncesi benden sonrası olmayacak tutumlarının tek başarı eserlerin satış senden sattım kavgaları ortama bilmiyorum gözümün önüne Edward eşsiz ,SELİM İLERİ
1261,iki kaleme getirdiği tiyatro yazılarından birinde söz Bağcı hazırladığı Tiyatro Yazıları Dostoyevski çözümlemesi geçmişin bir köşesinde yitip yıl okudum Tiyatro Zaman kitap için Tiyatro O yazıyı Yaşadığım özellikle Ataç önemli bir tiyatro Ayrıca bir dönemin panoraması beliriyor ünlü romanı Daha tiyatro Ataç önce romanların tiyatroya uyarlanmaları konusundaki düşüncelerini dile Bazı kaygıları Roman sanatı tiyatro sanatı yazarlığı üzerinde Büyük bir romancı diyor onun Bir değinme başlıyor git özlü bir çözümlemeye yol roman sanatına kazandırdığı Ölçüp bir mimarî kurmak amacındaki romancıların yanı Dostoyevski savruk görünen mimarîsiz anlatımıyla doğrudan doğruya yaşamı Çünkü yaşam ölçüsüz kunt mimarîden ekliyor mimarîsizliğin enikonu uğraşılarak kurulmuş bambaşka bir mimarî olduğuna işaret Bir yirminci yüzyılın romanlarına yazış tarzının öncülük ettiğine öncülük etmekte devam edeceğine inandığını hayranlık Dostoyevski bizde pek Az buçuk biliniyor bir romancısı olarak Onun roman sanatındaki ülküsü kimsenin ilgisini Sadece Ataç kafa yormuş Saygı duymamak elde Ataç kafa yormuş Kalakalmış sararık galiba gazete günlük Düzenli olarak Türk Dil Kurumu günden güne yazıları iki ciltlik Ataç Vaktiyle mutlaka okumuş aklımdan Geçen gün yeniden okudum tuhaf bir huzursuzluk severdim başlıyor hepsini değilse başlıcalarını Karamazof Suç Sırada Alık Cinler Abdal demişken ellilerde Alık olup Prens Alık denebilir aptal Budala çeviri edebiyatımızda saltanat Alık bununla birlikte büsbütün cazibesiz ediyor gün yeniden Fransızca yeni bir baskısını buldum onun İlgilenmek bir türlü elimden Dostoyevski büyük bir yazar değildir büyüktür dâhiliğin olduğunu bıyık altı gülümseyerek kurcalıyor dâhi bile itiraz sonra kişisel görüşünü Orada sarmıyor Karmakarışık yazıyor onun Ateşler içinde bir düşe tutulur öyle Ben artık hoşlanmıyorum türlü Romancının düşüne biçim kaygısı çekerek yazmasını ellilere taban tabana zıt yargılar yepyeni bir yapı kurmak için sancı çektiğini söylemiş darmadağınıklıktan Ayrıca onun romanlarındaki Son yargı geleneklere geleneklere bağlı olduğu için yeniliğe yirmi beş geçen zaman bambaşka pençesinde arayış Beğenilerin değişimi Yanıtlamak yazının adını Dostoyevski iki ,SELİM İLERİ
1262,Hep uzun yıllar hatta Tiyatro aktrisi değerli bir dostumla birlikte karşı evlerimize hayli hareketli geçmiş bir akşam yemeğinden içtenlik zekâ satrancına dayalı dedikodular süslemişti falsosu olmayan bir hafta sonu bir yakadan ötekine tiyatro sanatçısı ben enikonu dayak yemişçesine Konuşamayacak kadar zaten çalışmıştım gün yitik romanlarımdan galiba Hayal düzeltileriyle uğraşmıştım bütün sadece Sokağa bile Herhalde yol arkadaşım gün boyu aşırı Oyunu televizyon çekimi falan Evlerimize döndüğümüze seviniyorduk yine insanın yabanlığı Daha güncelde yaşanılanlara uyumsuz insanın dönmez şiirler okumaya karar Bazan sadece şiir şifa yoğun sis katmanından zorlukla Kirli beyaz mavi çalımlarla dalgalana üstümüze arttıkça Galiba iyice güz Dediğim pek sisten söz sis yarın yine güzel olacaktı içimizden geçenleri söze İkimiz biliyorduk hatta Dönemeçlerinden birindeydi Siyasi gürültü toz duman İçteki bütün bütün duygularımızı başkalarının bunca eğlendiğine eş dost ilişkisine gizli horgörüler Demin masada gülenler bir yandan herkesi sarıp sarmalayan büyük yalnızlığı var yoksa hepsini yeniden sevebilmenin yolunu yordamını Asaf Hâlet dizeleri başka değil kendi cübbesi altında yok tuhaf bir aktris durup Albert söz açmak ihtiyacını Bölük pörçük ergeç ölümlü baştan yitirmesine yol açmış Anlamdan yoksun bir dünyada bizi bekleyen Bir tür Ama Bir Alman Dosta direnmekten Direncinde politik renk söz neler galiba Bu kayıtsız görünüşten kuşkular duyarak Kayıtsız yoksa olup bitenlerden büsbütün yılıp kalmış dizelerini siyah aynı aynı aynı aynı aynı aynı uzun yıllar handiyse otuz yıla yakın bir Yaşlanıyoruz ikimiz iyi kötü Eskisi kadar sık sebepleri önemli değil epey trajik Görece yol ayrımlarında birbirimizi siyah altında fakat hangi yol düşünüyorum geçen onca zaman neyi neyi Belki sesim aynı demekten kendimi kibirler ,SELİM İLERİ
1263,Salâh papağannâmelere burada bir son çekmek önce Salâh cümlesini okuyunca içim Çünkü okurlarının Salâh nice papağannâmeler beklediğini iyi Bugün galiba öyle Gençlerle eserlerinin yeni basımları yapılıyormuş ötekiler dışı Salâh bütün düzyazıları soluk soluğa elden sonra bir okunan bir Şairin yıllarının günlerinde yazıp çizdiği eşsiz yeniden yayımlanmıyor şiirinden şöyle söz alaya alır duyarlığı öldürür görünerek ona düşündürücü yanı çoğalmış bir tazelik Aynı incelik yazınsal kaygı günlüklerinde sürüp gitmez deyişinde kadar keskin bir gözlem söz Salâh yalnızca hüzünleri Onlara zaman zaman kara ince gülmeceden renkli giysiler Kendimle denemelerin edebiyatımızda apayrı bir bölüm oluşturduğunu Kendimle Konuşmalar Salâh Birsel denemeciliğinin ilk verimi Cemal şiirinden söz edebiyat tutkunu gençlerin şiiri defalarca özümsemeleri gerektiğini uyarısından sonra Sen Beni İtiraf edeyim Salâh Birsel şiirindeki derin demin andığım kitapların verdiği hazzın gerisinde Oysa kedileri vardı Benim okşanmak isteyen Ama sevdanın adı geçsin Güzin kaşlarını Salâh evinde göç hazırlığı Jale Birsel bize meyveli pastalar ikram Çay Unutulmaz bir O genç edebiyatçılara bütün desteğini açmaya alçakgönüllü Salâh mutlu saatler Örtünmek yayımlandığında Salâh benim Pastırma Yazı için hak etmediğim övgü dolu yorumunu Onun yüreklendirici tutumuna gündeş edebiyatımızda seyrek Moda Çay okumaya Annem Onu çay bahçesine Ölümün ağır ağır çıkageldiği bir Sonu hastanın yakınları hasta gitgide Öylesine üzücü bir dönemde Şiir verimleriyle cümlesinden anlam kuşandığımız Salâh bana öyle geliyor edebiyatımızda bir Eseri okura mutluluklar Bu eser deneme türünde edebiyatımıza ufuk Kimi Yapıştırma baş köşeye Sonra aklım sevdiğim Amerikalı şenlikli kaleminden bir uçtan bir uca gezip Gün ışığına bir çıkmaz sanılmış semtler yeniden dirim Bunca emeğe teşekkür borcumuz sona Mart tarihinde kaybetmişiz Hiç değilse ölüm yıldönümünde hırgüründe üç dört yüz kelimenin bütün bir konuşma dilinin dağarcığı olduğu eserinde kelimeler uçsuz imzalı içim burkularak İşte kenarda Dudaklarına bir gülücük Ne kadar önce ,SELİM İLERİ
1264,Resimler Şinasi Hisar bir yazısında güzel sanatların on dokuzuncu yüzyıl birdenbire çeşitli baskılar sonucu yine bunun talihsizlik olduğunu açtığı iddiasına Sultan istibdatıyla Fakat saray ressamı olduğunu unutmuş bir yana edebiyat zaten yaygınlık Bir istibdatın yıldırıcılığı okuma isteği büsbütün cılız Şinasi Mimarîmiz fakirleşen toplumsal ortamda hayatımızdan sessizce Ahşap saltanatı refahı Heykel resim bağnazlık sebebiyle öne Güzel sanatların daima kapalı bir çevrede kendi içine kapanarak Abdülhak Şinasi bireysel dünyanın gelişememesiyle birlikte Türk resim sanatının kısa sürede inanılmaz açılımlar kapalı çevreyi etkilemekle yetinmiş olsa mucizelik değer taşıyan akışlar gösterdiğini söylemek kapalı çevre üzerinde durmak Prenses Leylâ anılarını akrabası Mihri ressamlık serüvenini Abdülhamid yetenekli Mihri hemen Hamdi ünlü İbrahim peyzajlarına dikkatle büyük bir gelişme kişisellikten bire bir birdenbire ressamın kişisel bakış kişisel duyuşuna yol Öncünün açtığı bir kuşak hepi topu kırk yıl içerisinde sanat olgunluğa edebiyatında derin çaba karşımıza Ahmet Mithat romanı sevdirmek uğruna bütün anlatım tekniklerini yabana atılacak çaba Gelgelelim üzerinde Ziya birlikte kişisel bakış açısını Türk romanında gündeme Mâî kimi bölümleri buna tanıklık Ne var öncülüğün kavranması zaman Daha yaşarken Halid modası geçmiş romancı diyenler Eseri üzerinde eleştirel çaba harcanmadığı kişisel bakış ilericilik adına çoğu Dediğim birçok değerli eser Öte zamanın şimdi önemsenmeyen birtakım verimler göklere yıllarda köy romanlarının uçsuz Keder uyandırıcı tekdüzelik göze birbirinin benzeri köy romanları art arda eleştirmenlerin övgüleriyle okura Sonra dönem Bu dönemde önemsenmemiş Aylak bugün el üstünde kuru ideolojik yaklaşımlardan bağımsız yol Feyhaman Abdülmecid natürmortları üç aşağı beş yukarı aynı nesneleri resme ifadelendirişte tekdüzelik mi göze bir resim izleyicisi Feyhaman Abdülmecid natürmortlarını hemen ayırt imzaları saklı tutsanız Ama iyi bir farklı kalemlerin yazdığı köy imzaları saklı kolay kolay kendi kişisel bakış açılarını değişik evrelerde farklı açılımlara Avni kısa bir ömre tekdüzelikten uzak verimleri eklemlemesi Hep aynı Avni fakat kadar geniş bir birdenbire yaratan Rus romanını Türk resminde Halil Nazmi Ayetullah bütün ustalar birdenbire güzel sanatların dalına can İzleri izi sürülmüş Araba Sevdası ortalama bir şairin romancılık hevesi ,SELİM İLERİ
1265,Denizin büyük yıl Halikarnas Balıkçısı öleli kırk yıl geçmiş Geçen otuz sekiz yıla şaşmadım Hatta çabuk geçmiş Halikarnas pek okuyanlar gitgide Bu unutuluşta mitologyanın izini sürmüş olması bir etken Hem mitologyanın izini sürdü Halikarnas Günümüzün çirkin gürültü patırtısında göze Balıkçısı özellikle bir estetik Sonsuz tarihten evrensele ulaşmış kültür sınırsız Bugün ona adadığı dizelerle Kocaman bir gözyaşıydın ey usta deniz sözlerini bulamıyordun denizin sözlerini bize armağan Denizin büyük şairi diyebiliriz onun bir tek denizin deniz kültürü önem kazanır Halikarnas Denizcilerden esinli tarihî edebiyatımızın tarihî roman çizgisinden kopup Bu eserler peşinde Gerçi tarihe yansımış söz açıyor asıl deniz insanını dile Uluç Osmanlı tarihinin sayfalarında kalmış yaşayan herhangi bir deniz deniz savaşları dekorunun Uluç Daha tarihte Ötelerin güvencini Kerimoğlu bilgeliğiyle Uluç Reis Turgut Reis arasında benzerlikler eserinde denize Sözgelimi mandalina portakal ağaçlarının ayışığında parlayışları önce göz imgelerle anlam kazanan bir tasvir edişten sonra şöyle der gerçekten karlar yerlere Yeryüzünü ışıklarla Rüzgârın esintisi çiçeklerin kokularını millerce uzaktaki açık denizlere deniz emekçilerinde çalışma ahlâkını Öte yandan alın teri hırsızları öyle Deniz onları iyi Unutulmaz büyük Kaliferni şirketinin ünlü eksperi Murat adayı kıyılarken adanın ağzı kalabalık mağaraları köpür köpür Deli gülümser oysa Deli mitologyadan esinlenişlerini yadırgayanları Bazıları tarihimizden tuhaf bir tutku Daha özenti sananlar Merhaba yalnızca iki büyük deniz mitologyanın zaten tanıklığını Bu onun pek hikâyesinde karşımıza deniz deniz kıyısı köylerinin insanları günkü mitologyanın düşsel kişilerini Bu yaşayış yeniden yaşamaya sokaklarında göz kamaştırıcı gün bin yıllar öncesine sürüklüyor götürür bizi bütün Yitişten yine Edip Cansever büyük taşları çizen ayaklarından öğrendim O büyük dünya sıkıntısını Bir deniz fenerinin dibinde Sorma nereden neyim Anlaştık işte konuşmasak Sevgiler tutkular devrimidir benim tarihim sevgilerle bezenmiş Halikarnas Balıkçısı imzalı yitirdikçe yitirdiğimiz insanca bir iyiliğe şefkate bugün çağırıp ,SELİM İLERİ
1266,Edebiyat edebiyat Fahri Edebiyatçılar arada bir değilse parça bölüm yeniden Geçmiş günleri tatlı tatlı anlatır Geçiyor Yayımlayan Türkiye kurulmuş Türkiye Yayınevi güçlü bir Öyle sanıyorum dağıtım ağı epey Yetişme çağı için yazılmış romanları Türkiye Yayınevi romanların çoğunu başta Abdullah Ziya Oğuz kırk beş yıl öncesine selâm olsun demek Geçenlerde Ömer romanları Ömer Türkiye Yayınevi benden sonraki kuşağa Edebiyatçılar Geçiyor özensiz basılmış bir Hemen sayfasında bir dolu dizgi Yayınevi eski gücünü Fahri eski edebiyat gecelerinden söz Edebiyat gençleri profesörleri öyle bir gece bir Kim bilir hangi Salon hınca hınç Gecenin yankısı dergilerde sürüp edebiyatı edebiyatını zamandır inleye inleye süründüğü taşlı topraklı viraneden yedi kat âlâya kaldırıp sivrilten Ozansoy inceden inceye ironiye mi baş belli Çizdiği sahneler ironinin ışığı idi Yunus Köroğlu kıyafet makyajlarıyla okunan Bir ilkokul müsameresi geliyor gözümün Meselâ yıllardan Firuzağa müsamerede bir arkadaşımız işte Yunus Emre Hemen ardından Sema rock and roll devam bir türbe sandukası başında dertli dertli gazellerini hıçkıran Namık kılıkları bittim merak Bunlara ihtiyaç Adalet Ölmeye şenlikli müsameresi keşke tekrar tekrar Attilâ İlhan böylesi edebiyat matinelerini âdeta özlemle Bana unutulmaz şiirlerini Attilâ İlhan kötü tumturaklı bir Ama şiir matinelerinde hatta bir efsane Kendisi başkalarından öylesi bir okuyuşun okurla şiir arasındaki bağı pekiştirdiğine inanıyordu Attilâ Birlikte gerçekleştirdiğimiz ırmak söyleşi Diğer uzun uzadıya edebiyat gecelerinin yitip gitmiş olmasına ben Gerçi hiçbirine tanıklık Yine gözümün önüne Fuzulî olup çıkmış genç adam bilir kadar bilir coşkusunda kadar Bununla birlikte kavuklu türbe sandukası başında bilir kadar birlik alkışlar günü birlik doyumlara elbette imkân Sahnedeki yazarı sevenleri Mutlu olunmaz Behçet şiiri Eski yer gizli ününü bugüne kadar besbelli yarın ironisi hüzünlü Kız koltuğunda ciklet bir delikanlı uyuklayanlar Aslında iç yırtıcı bir Üstelik gerçekliğin ta önce birisi bir fantezi Kırdı diyor gülüşlerden ağızlar geç Şimdi sıra sizde üzgün Ne Güzel mi değil bari benzeri duygularla Sizdekini yaşamış Birkaç Hem başka başka istenmelidir ,SELİM İLERİ
1268,sonbaharında İstanbul Hukuk başlarken hayallerim ülkülerim uçsuz eğitimi benim gözümde hakları savunmak için tek Ola mahkemeli Hollywood filmlerinin etkisi Belki savunmalarda görüyordum anlatımı sözdizimi çarpık çurpuk ders kitaplarımızla yüz yüze gelince bir çıkmaza sürüklendiğimi Ama iş işten Anlı sanlı profesörlerin yazdıklarından neredeyse hiçbir korkunç Roma tek ders galiba Hukuk Hocamızın Münir perspektifi Daracık kalıplarla çoğu Hukuk yaşadığımız toprağın sosyolojisine tanışmam günlerde Ziya Gökalp benim için sadece şairi olmaktan fikir adamı kimliğine konusunda bir on yıl sonra bir şeyler Derste tuttuğum notlardan Türkçülüğün baştan sona Bir yandan kendimi On yıl önce hocamız elden geldiğince objektif yorumları bilgiçliğimin kılavuzluğunda yol bugün kaç Gökalp var Edib Ateşle İmtihanı adlı önemli eserinde kaygılarını dile Sorumlarından arındırılmış bir cumhurbaşkanı adamakıllı Bu kaderine sürükleneceğimizden endişe görüşlülüğüne hayranlık yakın tarihi sivil askerî zaptırapta alışlarla dolup endişesi üst makamlarla sınırlı dalga genişledikçe Orhan kadar aynı yeni çağdaşlaşma sözcüsü bir tutum Türkçülüğün doğru gitmenin vazifesi halka medeniyet halkta medeniyet medeniyetin anahtarlarına Fakat değerli bir armağan aşağıda gösterdiğimiz Doğu yahut onun bir dalı olan Osmanlı medeniyeti Batı medeniyeti medeniyetin hangi sancılara yol Adalet Ölmeye romanın karnavalı andırır sahnesinde gözler önüne Taa arada kaygılı başka sesler söz Seçkinlerin Batı medeniyetini halka meselâ Hüseyin Rahmi oldum bittim istihzayla söz huzursuzluğunu hatırlatmama gerek Ama Ölmeye sahne doğrudan doğruya bir teşrih medeniyeti dolup taşan dünyamıza Önce usul belli sonra hız Tanpınar bir olumsuz yönde halk işçi sınıfından işçi sınıfı diğer sınıfları ortadan kaldırmaya Halbuki halk manasına hukukça birbirine eşit olmayı kabul eden bütün sınıfların toplamı feodal bunları halkın dışında görmek aydınlar arasında hukukça herkese eşit olmayı kabul etmeyen sınıflar halk dairesinin dışında Fakat hukukça herkesin eşit olduğunu kabul edenler meslek zümresine mensup bulunurlarsa alıntıdaki halkla ikinci alıntıdaki halk beni yıllardan beri İlk halkta medeniyet eşit olmayı kabul eder halk anahtarlarına seçkinler ortadan ,SELİM İLERİ
1269,Benzersiz bir Dili Edebiyatı öğretmenimiz Rauf bütün başarısına gelecekte Hüseyin Rahmi artık okunmayacağı değişen Hüseyin dün acı acı şikâyet ettiklerini silip gelecek zamana bunca güvenmeli dinlediğimde lise demek ders Hemen hemen aynı Hüseyin Rahmi Cevdet farklı bir yorumu eseri ortadan kaldırıldığı yarım yüzyıllık toplum hayatımız üzerindeki bilgilerimizin kadar azalacağını eserlerin toplumsal değerini anlamak için yeter bir Kudret âdeta Berna Moran bambaşka bir görüş ileri romanlarının aşılamak istediği görüşler bakımından etkisiz kalmasının bir nedeni karşı çıktığı şeylerin birçoğunun gözlemlediği değil kitaptan öğrendiği sorunlar katılmak bence Hüseyin hayattan gözlemlediklerinin yanında devede kulak Yoğunlukla anılmış bir Nietzsche var Utanmaz Adam hayatı biraz filozofun gözünden görmek Ama unutmamak derin Hüseyin daima kara gülmeceyle sarmaş döneminin öteki yazarlarından bir farklılık gösteriyordu Hüseyin Natüralizm akımına bağlı olduğu Oysa Emile arasının pek hoş olmadığını Natüralizmi öyle Ne var romanlarındaki uygulamasıyla natüralizm enikonu yön Laboratuvar çalışması değil sadece eserlerini Hüseyin geleneksel dile gösterme imkânlarımıza ömrü boyunca bağlı onda sadece okurun yatkınlığına denk birer anlatım aracı Tam toplumsal yaşanandan kaynaklandığı için tercih ediyor anlatım Yaşananı kâğıda dökerken süslemeye ihtiyaç sevdiğim yan yana İkisinde mekân ikisinde yaş farkı sebebiyle mutsuz gelgelelim Memnu mi Cehennemlik kahkahalar Rahmi gerçekliği yalnızca estetik düzeyde Halid yazdığı çöküşte incelik duyarlılık başı Hüseyin bizi yapan verilerle Onun başka arayışları Vecihî roman yazıp yazamayacağı iddiasıyla karşılaştığında kaleme Yanı başındaki Ama Hüseyin Rahmi tercih romanları bakımdan olağanüstü sahneler başındaki Kadıköyü vapuru sahnesi bugün hâlâ Kuyruklu Yıldız Altında Bir bilimsel bir olguyu hangi çılgın fantezilere açabileceğimiz konusunda müthiş bir Billûr yeni zaman icadı otomobilin hayatımıza girdiği yine unutulmaz bir bölümde İlk değişmekte olduğunu özlediği Hüseyin birçok bugün yansıtıp Öyle sanıyorum asıl üzerinde durulması gereken sorun toplumsal hayatımızdaki tekrarın tekrarları karşısında galiba hiçbir anlam bunlar şunu gösteriyor Hüseyin Rahmi Türk romanında bugüne kadar kalmış bir Onu kendi içinde bir bütün olarak alımlamak bana doğru ,SELİM İLERİ
1270,Kitaplar kitap yayımlanıyor bir kitap bereketi kitap ziyanı karar vermek yeni kitapları sadece izlemek bile bazan kitap ekleri kılavuz olmuyor Hepsini sıkı sıkıya takip Onların gözden kaçırdıkları Kimi irkiltici görmezden geldikleri tuhaf bir söz Hangi hangi yazara kaç sayfa dün dediğim otuz kırk yıl edebiyat kitap tanıtma yazılarını son bölümlerinde okurla Bu geleneği sürdürmeye Epey Kitabı sindire özümseye özümseye okuduktan sonra yazılmış kitap tanıtma yirmi yıl git git Şimdi bir telâştır Hele kısa tanıtma En titizlenilmesi gerekenler Bir için üç beş satırda değerlendirme yapmak tecrübe Ama kolayı Arka şıpın işi kopya boy boy satanlar köşesine gün geçtikçe öylesi bir okur kendi kendi tercihini handiyse Hazır önüne sunulanla genel yayın editörlerle okuru Kim Ayrıca Bütün dünyada edebiyat okurunun sayısı Sanat okuru sanatkârca yazılmış eserlerin okuru bütün dünyada dört beş bin İstatistiğini uslu uslu dinlemek Demek bundan sonrası Kendi Üyelerden başkası sanatla içli dışlı tarihle tarih birbirini kovalar hale sultanlar âdeta geçit Ben tane furyada iyi baş Türklerin Hayatı Âdetleri Üzerine Bir Giovan Antonio Menavino kaleme Dergâh verimi önemli belge kitabını dilimize Harun Mutluay Tarihin derinliklerine sahiden kapılıp tarihi çalakalem yazmanın imkânsızlığını sarayında on yıl bir eğitim Sonra fırsatını bulup mi hoşlanmadığını söylemem Fakat açısından eşsiz bir belge Zaten Dergâh Batının Gözüyle Türkler dizisi böylesi kitaplarla Gönülden teşekkür etmek ihtiyacı birde Soranların okudukları kitapları pek Uğur Derman Ömrümün Ömrümün Kubbealtı Neşriyatı bize armağan Sevgili Ersu tasarımıyla bir kitap büyülenip Hemen Kubbealtı Neşriyatı hemen yeni kitabını artık bir sanat eserine Derman demek gözümüzün önünde hızla muhakkak can çekişe çekişe sönüp gitmiş kişileri son bir can sayfayı hemen Hoca Ali Rızâ dakikada tamamladığı Eyüpsultan Türbesi size neler söylemeyecek Ve ressam Hoca Ali Rızâ Hangi duyarlıklarla karşılaşmayacaksınız ebru başındaki tanıma mutluluğuna Mustafa eşsiz Süheyl Ömrümün Bereketi düşündürücü bir veda ediş sanatlarında ömür tüketmiş emeğiyle veda tın bizi hâlâ ,SELİM İLERİ
