,text,class
555,Yaþadýklarýmýz Þubat Parlamentosu Sosyalist Grup Baþkaný Hannes þu sözlerinin hiçbir anlamý tuhaf þeyler televizyon ekranlarýnda elden okullarda zorunlu din derslerinin kaldýrýldýðýný elden gittiði filan üzerinden siyaset hâlâ geçerli Atatürk düþmanlýðý terör örgütüne sahip çýkarsanýz baþ üstünde bir TV kanalýna yýllarý Aydýnlanma yerden yere sizden iyisi kapýlar insan derseniz yafta Sosyalist Grup Baþkaný tuhaf þeyler bir anýmsatma hükümetine AB sürecinde yardýmcý Ancak son zamanlarda yaþananlarý anlamak güç üstelik kaygý karþý güvenimizi Zaman lideri için bir türlü akýl erdiremediðim fezlekeyi ekseninde geliþtiðini aslýnda üçgeninde olaylar zincirinin halkalarýný oluþturmuyor Anayasa yargýlanmasýna karþý partinin lideri muhafazakâr demokrat olarak destekledik galiba diyorlar Konseyi Ýnsan Haklarý Komiseri hazýrladýðý raporun büyük yargýlama sürelerinin tutukluluk halinin uzun olduðu yetkili makamlarýn yargýlamayý hýzlandýrmasýný gidiþle Silivri davalarý nereden bakýlýrsa bakýlsýn yýlý sürelerin kýsaltýlmasýný isteyen Hammerberg devam tutukluluk süreleri oynadýðý adli kolluðun iþleyiþinin iddianamelerin niteliðinin gözden geçirilmesini teþvik yetkili mahkemelerin kaldýrýlmasý gerektiði belirtiliyor konuþtuðum yabancý milletvekilleri ister ister solcu ayný Recep Tayyip giderek baskýcý bir tutum bir baþka deyiþle otoriterleþmesinden derin kaygý duyuluyor bunu son Münih gezimde kimse kötülemenin arkasýnda parmaðý sakýn sert eleþtiri Avrupa kapatma davasýnda arkasýnda duran yaþananlarý yakýndan Almanya Deniz Feneri soygununu ortaya çýkaran Frankfurt Savcýsý olayýn Türkiye ayaðýný yakýndan kaçýrýlan paralarýn kimin kasasýna girdiðini araþtýrýyor gencimizi savaþ uçaklarýyla dek albay görevden Heronlar hakkýnda bilgi devlet özür diledi mi sorumluluðu yoktu veren Savaþ uçaklarýnýn vurmasýný isteyen Yöredeki karakollar gelenlerin kaçakçý olduðunu bilmiyor önce deðindiðim Dersim için özür dileyen Uludere için özür olan köþeye barýþ savaþ Zana istediði kadar Kürtlerin desin Kürtler kardeþçe yaþayabilir PKK yandaþý eylem araç fazla bilir kaç milyon Kürt yurttaþýmýz aþ ekmek ,HİKMET ÇETİNKAYA
556,Kimlik Þubat bir sonbahar seyretmiþtik kahvelerimizi ara gözlerimi Beþparmak lacivert sularýna aldatýcý öç terazinin kefesindeki eþitsizliði Lefke Mehmet Murat Özkaleli gazeteci arkadaþlarým ara yerimden dar sokaklarda taþtýðý yýllara asýlý þafak vakti çayýrda denizde yükselen sisi gün haberleri izlerken Ýsrail Baþbakaný Binyamin Güney Kýbrýs Rum kesimine yaptýðý geziyi okuyunca kendime oluyor Rum lideri Dimitris verdikleri görüntü benim için uzun yýllar desteklediði için iliþkileri zaman Mavi Marmara olayý yakýnlaþma dostluk Doðu birlikte bulunan doðalgaz yataklarý Energy adlý Amerikan þirketi kesimi adýna orada arama Hasgüler Murat birlikte yazdýklarý Kimlik kitabýný okurken aklýma geldi Girne akþam Annan be diyenlerin kulaklarýný çýnlatmýþtýk uzun Kýbrýs için hazýrladýðý çözüm planý yaþamý iktidardaki sözde sol parti emperyalizmin kýskacýna gelen fonlarla demeye çözüm bir oyundu Nisan Türk Rum kesimlerinde Annan Planý oylamasý eþzamanlý olarak Annan yüzde oranýnda destek Rumlar yüzde oranýnda Hasgüler Murat yazdýðý Kýbrýs sorununun açmazlarýný Umut Mustafa Turgut Özdemir Özgür Þevki güzel yazýlarý deðindiði Annan Rum tarafýnýn demesiyle çözüm yolu plan projesi olarak doðup Türkleri bir oyunun içine itilmiþtir dönemin siyasi erki Kýbrýs için çözüm yolu dipsiz kuyunun Rum kesimi AB üyesidir dünya onlarý Güney Kýbrýs Cumhuriyeti devleti olarak þu soru Planý baþarýsýz için Annan Rumlar tarafýndan Kýbrýslý Türklerin plana destek verdiklerinin iyi irdelenmesi Annan destek vermesinin nedeni iþte üç soruya yanýt Çok tartýþýlan bir konuyu aydýnlatmayý karþý uygulanan tecrit insan haklarýna dünyadan soyutlanmýþ bir KKTC var dost bildiðimiz ülkeler bile vakýf üniversiteleri gelen ekonomik ,HİKMET ÇETİNKAYA
557,Kötümserlik Þubat caným içim yandan ekonomik iflasýn eþiðine ýslak Hakan Fidan yok eski Genelkurmay Baþkaný emekli Orgeneral Ýlker terör örgütüne sýzdýðý için arada kimi kimi neyi savunuyorlar Bakýyorum Gülen hareketiyle hükümet arasýnda çatýþma bir gün sonra AKP ileri askeri vesayetin sonlandýrýlmasýna Fethullah desteðiyle konuþup þöyle hükümet arasýnda bir çatýþma arkadaþlar sanýrým sitesinde yazýlanlarý çatýþma þimdilik Baþbakan yumruðunu masaya Cemaat böylece geri adým atmak zorunda sýrada bir baktým kýdemli Önder Sav bir televizyon ekranýnda Kemal olduðunu söyleyenler Yüzde hedeflemiþ bir parti yaþananlarý öteleyip iç çekiþmelerle yandaþ kimi iktidar kimi Kimi konuda bilgi davasýný Ýlker Hilmi yýllarý arasýndaki olasý darbe giriþimine karþý çýkýþýný Ýlker Paþa örgüte nasýl yaþýnda askeri liseye Genelkurmay Baþkanlýðý koltuðuna bizim Mustafa getirme olasýlýðýndan kuþku duymaya baþladým sýkýlýyor iktidar istihbarat elemaný sözde gazetecilik yapmak yeni yetmelerinin aðabeylerini yakýndan kimliðiyle ortalýkta dolaþýyorlar bizim rüzgâr AKP gider bir baþkasý onlar yine iþini dönem çözümü için yurtiçinde yurtdýþýnda toplantýlara sorununun çözümü için devletin yetkili birimlerinin müzakere masasýna oturmasýna karþý yýllýk sürece bir Musa Hrant Ahmet Taner dek tetikçileri bulunan emrini verenler saymadýðým pek diyaloðun uðruna savaþým verdiler bunun bedelini hayatlarýyla günden bugüne içinde örgütlü silahlý güç çeteler ortaya çýkarýldý basýlmamýþ bir Mustafa yazdýðý Deniz Yýldýrým habercilikten çevremizde neler olup bitiyor farkýnda alanda köþeye emperyalizm bölgede yönlü oyunlarý sahneye seçtiði sekiz milletvekili hâlâ demir parmaklýklar egemenlik kayýtsýz þartsýz Seçilmiþ atanmýþa kul ben kurban olurum ileri dini siyasette araç olarak Kürt yurttaþýmýzý son yýldýr potansiyel terörist olarak ayrýmcýlýðý Mumcu Hrant cinayetlerde tetikçileri bulmak örgüt baðlantýsýný ortaya çýkarmaktýr zaman karanlýðýn içine saklananlar kötümserliðim sýkýlýyor söyleyerek yazýmý kötümser bunlarý deðiþtirecek iradeyi yitirmediðimiz sürece bizi teslimiyete Teslim olmayanlar için çare ,HİKMET ÇETİNKAYA
558,Alýþtýra Þubat Dink cinayetine iliþkin Devlet Denetleme raporu dün zýrh saptamalarýnýn büyük bölümünü okuruna Ocak günü yayýmlanan manþet haberinde Devlet Denetleme Dink cinayetiyle ilgili önemli verilere Belgeler yok bir ay kadar önce vermiþti haberi Fýrat Kozok baþarýlý bir gazetecilik örneði öteki gazetelerden farký köþeden haberi yazan Ankara büromuzdan Fýrat yazýiþlerindeki arkadaþlarýmý örtülü zýrh kalkar mý Hrant Dink Gaffar Hrant Musa Mehmet Ahmet Taner Çetin Turan Dursun cinayetlerinde kalkmýþ Salt tetikçiler bulunmuþtu beþ genç kahvede tavla oynarken mi Hrant öldürmeye karar Hablemitoðlu oturduðu apartmanýn bahçesinde otomobilini park ettikten sonra silahla öldürülmemiþ cinayetinin tetikçileri aradan yýllar geçmesine karþýn bulunmadý örtülü zýrhýn kalkmasýný Polisin jandarmanýn gerekli önlemleri almadýðýný hazýrladýðý raporda Yaþam hakkýnýn korunmasý yükümlülüðünün yerine kamu hizmeti kusuru oluþturulduðu hizmet iþledikleri belirlenen adlar yargý sürecinde gündeme getirildi Dink ailesinin avukatlarý öne çýkan Emniyet Ýstihbarat Daire Baþkaný Ramazan Ýstanbul Valisi Muammer Ýstanbul Emniyet Müdürü Celalettin AKP milletvekili Cerrah Osmaniye Akyürek Emniyet Genel Müdürü Teftiþ Daire Trabzon Emniyet Müdürü bilir Trabzon Jandarma Komutaný görevi kötüye kullanmak ihmal suçundan altý ay Yüzbaþý Metin Yýldýz yine altý ay bir yýllýk çalýþmasýnýn ardýndan hazýrladýðý sayfalýk raporu okumadým raporun özeti bilindik olaylarý öldürüleceðini devletin istihbarat birimleri önceden bildikleri halde koruma önlemi soruya yanýt vermek öyle bir ülkede yaþýyoruz cinayetler toplumumuzun küçük bir kesimini bir okul müdürü gen haritasýný Çocuk doðduktan sonra analizi ülkeye zararlýysa yürümeden yok okuyunca içim açýða olacak ay baþka kente atanacak görevine devam ülkede bir öðretmen laikliðin yeniden tanýmlanmasýný isterken terörün çözümlenmesini gençlerin etmesini dinsizlik olarak müftü çýkýp Noel kapýdan deðil bacadan cami hutbesinde devam Hýristiyan Ýçkili eðlence yapýlýrsa kiþi günahkâr Noel Baba doðru dürüst birisi olsaydý bacadan deðil kapýdan Müslüman kapýdan girer bacadan olunca bunlarý yaþýyor yurdum Ölümlere bakýp bir süre sonra ,HİKMET ÇETİNKAYA
559,Memleketim Þubat insaný olup bitenlere nasýl öyle bir iktidar yönetiyor gündem deðiþtirmekte üstüne Gazi diktikleri ayný gün Orman Genel buyruðuyla haklý olarak isyan gösterdikleri özeni bizim fidana gazetelerde çýkan televizyon ekranlarýnda yapýlan tartýþmalara bir bunlarý insan akýl tutulmasý vardýr demokrasinin yönetimine doðru gittiði apaçýk insaný olup bitenlerden Gazeteciler Sendikasý üzerinde yoðunlaþan baskýya gülüp geçer memleketimin tek toplusözleþme yaptýðý yer Anadolu yaþananlara düþmanlýðý Eylül darbesiyle baþladý Özal döneminde ivme þimdilerde doruða üniversiteli gençlere yapýlan eylem yapan gençlere asýlýp zindanlara ilgilendirmez memleketim ülkenin kurum kuruluþlarý iktidarýn eylemlerine katýlan kýzlara kadýnlara hapis cezasý insaný ülkede ölümü alýn denir halkýmýn sesi soluðu gazete haber yazar bir ikisi tosuncuklar müritler adý Suriye denilenlere özel kamplar bilgisayar aðý depremzedelere yazlýk çadýr bebekler yanarak Zarakolu Büþra örgütü yapýp koyarsýnýz sesleri soluklarý kesilsin arada yalaya yalaya dili nasýrlaþmýþ bir Þafak býrakýn saðcýsý dincisi dinsizi Seher Tümer olayýný duydunuz hastanede bebek ölümlerine iliþkin topladýðý verileri üyesi olduðu Saðlýk Sosyal Hizmet Emekçileri ilettiði için terörist olduðu savýyla gözaltýna veriler dediðiniz budur insaný kendi çocuklarý yargýsýz infazlarda özel harekât polislerini omuzlarýnda memleketim insaný Eylül darbecilerinin hazýrladýðý yüzde oyu süre önce Ragýp Zarakolu söyle dönemler dýþarýda olmak içeride olmaktan yaþýndaki bir çocuðu kurtarmak için kendisini tren raylarýna atan Þafak özürlü diyenlerin medyada yazý döktürmesi bilmem benim kuþaðýmýn sonraki kuþaðýn yüreðini acýtýyor zaman düþünmüyor deðilim deyip Tanrý aþkýna benim memleketimin insanýnýn tümü düþünmüyor deðil olup bir toplum yaratmayý Muhalif kesimleri susturmak için bir öcü Uludere Engin Çeber neymiþ sonunda iktidarýna karþý bir vesile ,HİKMET ÇETİNKAYA
560,Yaralamayýn Ýçimizdeki Þubat olarak ölümlere bize ýþýltýlý bir rüzgârýn karanlýðýn içinden çýkýp gelmesi bir þey minesinde çocuklar gözlerimizi soluðumuzu ölenler bizim ardýndan yürürken Hopa mitingi sýrasýnda HES eylemcilerinin orantýsýz güç Lokumcu biber gazý sonucu kalp krizi geçirerek biber gazý sonucu Türk Tabipleri Birliði Bilimsel Araþtýrma Kurulu raporuyla Adli Týp Grup Baþkanlýðý Morg Ýhtisas Dairesi tam tersi rapor gazý insan saðlýðýna zararlý olaylarýnda kaç kiþi gözaltýna kaçý þu anda kaç kiþi içeride üniversiteli gençlerin tutuklanýp çocuklarýn Ýnsan Haklarý bir raporunu çocuk meçhul Yargýsýz Kara mayýnlarýnýn patlamasý uyarýsýna uymadýklarý yýlýnda faili meçhul cinayette yaþamýný yitiren altý aylýk yaþýndaki Uður Kasým polis operasyonunda babasý Ahmet birlikte olduklarý gerekçesiyle Mardin evlerinin önünde denilmiþti yanlarýnda silah bulunduðuna iliþkin kanýt Aksu yaþýndaki kýzý Rozerin Aksu Haziran Yaþar köyünde iþçiydi baba yerde yapýlan aramada uzun namlulu silahlardan atýlan patlamamýþ mermi Yasaðý ihlal eden dört ülke Beyaz mayýnlarýndan yýlýnda kiþi öldü Ölenlerin Çocuklardan mayýnlarla oynarken yaþamýný yýlýnda topraða döþeli mayýnlarýn sayýsýnýn bin bunlardan bininin temizlendiði bölgelerin neresi olduðu belirtilmedi bugüne ölümleriyle ilgili olarak hükümetin etkin kapsamlý caydýrýcýlýk getiren yasalar çýkarmasý anda elimizdeki verilerin kara mayýnýndan ölen çocuklarýmýzýn sayýsýný kesin olarak yýlýnda kara mayýnlarýndan çocuk öldü yoksa fazla belli kaynaklý ölümlerden bir sonuç alýnamadý eli kanlý PKK terörüyle savaþým Ancak çocuklarýmýzý kara mayýnlarýnda öyküsünü anlatmama gerek güçlerinin birincil görevi barýþý dek coðrafyada yaþayan gençlerimiz mezhepsel kimlikleri olursa olsun anayasanýn yasalarýn güvencesi altýnda deðil midir halkýmýzla derin suyunda kýymayýn gençlerimize ülkeyi Metin Muðla gösterilerde öldürülen Þerzan diðerlerini düþman olarak içimizdeki günlerde kimileri Gülen hareketi hükümet arasýndaki üzerine ahkâm sürtüþme gülüm ver hareketinin dününü bugününü bilmeden böyle yapanlarý merak Yakýnda birbirleriyle Fethullah kadar yürüyeceðini iyi Baþbakan masaya nasýl yumruk vuracaðýný ,HİKMET ÇETİNKAYA
561,Yeþil Neler Þubat KKTC Cumhurbaþkaný Derviþ Kýbrýs sorununun çözüme ulaþmasý için yoðun çaba göstermesine Rum kesimi zaman olduðu AB üyeliðini arkasýna alarak direnmesini yapýlan toplantýda açýk bir biçimde Greentree görüþmesi sonrasý geliþmeleri çözümünde direnen taraf Rum Kesimi lideri beri izlediði politika belli yanýtýný bilmeyen zaman kesimine fazla yüz Rum kesiminin ayak oyunlarýný aklý ayaðý yere basan sýradan insan biliyor Türk askerinin iþgale son çekilmesini isteyip þunlarý yolu yeni devlet yaratmadan Sýnýrlar ortadan Biz iki devletli yapýya günü konuya Kuzey Kýbrýs Türk ortadan konuda yeni devlet tezini destekleyen sözde sol partiler geçmiþe dönüp bakarsak kimi Türk askerinin olduðunu yazýp onlar için umut Rauf Denktaþ oyunu bozmak için uðraþtý taraf Annan eþzamanlý olarak halkoylamasýna Rumlar deyince iþin içyüzü ortaya bir be diyenler böylece kafalarýný duvara çarptý hâlâ akýllanmadý pek Cumhurbaþkaný son üçlü görüþme için bakýn taraflý toplantýnýn yapýlmasýna sert biçimde karþý BM Genel Sekreteri Ban tepki Rum kesimi BM Genel nezaket sýnýrlarýný aþacak biçimde toplantýsýnýn ardýndan Alexander Downer Kýbrýs Özel bir rapor hazýrlayacak mart sonra olacak sorusu geliyor insanýn konuda Eroðlu pek iyimser kesimi lideri deyim yerindeyse ipe un þu mart ayýnýn kritik bir eþik olduðunun altýný çizip raporunu beklemek rapor bana Ben ona bakarak of akýþýna olacaðýna karar görüþme yapýldý bir sonuç Türk tarafý bunu önceden önce söyledikleri kanýtlanmýþ Genel Sekreteri Ban bundan sonra taraflý bir çalýþma toplantýsý mý önerecek iþ mi bekleyip devlet deneyimi yurtsever kimliðiyle tanýnan bir ödün kesimi bunu görüþlerini açýklarken önemli bir konuya deðiniyor oyalama yöntemi Bu bir Arkalarýnda AB ülkeleri Hristofyas toplantýya elini kolunu baðlayarak Çünkü Ulusal aldýðý karara uymak Yeniden aday olacaksa DÝKO oy almak sorunlarýn çözümü taraflardan sadece birinin çabasýyla Bir dans için iki tane istekli oyuncu KKTC Güney Kýbrýs Rum olup bitenler sýrtlarýný dayamýþ ekonomik bunalým halký ekonomik kriz kendini ,HİKMET ÇETİNKAYA
562,CHP Sosyal Demokrat Þubat düþünceler ormanýnda bazen gözlerimi yumup HES onlarýn yargýlandýklarýný yazýmý okuduðunuz saatlerde ben Kuzey Kýbrýs Türk Dereboyu yat limanýnda bulunan kafelerin birinde kahvemi yudumluyor sorunlar yumaðý içinde Güney Kýbrýs Rum iliþkilerinin nasýl Doðu birlikte doðalgaz yataklarýný bir Amerikan þirketine verdiklerini önce dünyadan dýþlanmýþ Ercan Türk uçaklarý iniyor üniversiteleri Kuzey Afrika ülkelerinden öðrenci nedenle ilahiyat fakülteleri Meslek liselerine imam hatipler sýkýntýlý bir durum yoðun göç alan KKTC giderek sýkýþýyor ekonomik liberaller birbirini bitmek tükenmek bilmeyen iki günlük kurultayý yarýn Pazar günü yapýlacak kurultay Kemal pazartesi günü Þubat imzacýlarýn ikinci kurultay ilkinin devamý kiþisel görüþümü þöyle tek amacý tüzük deðiþikliði CHP yönetimini deðiþtirmek için adým atmak Koltuklarýný emekten yana olmayan koltuk sevdalýlarý Turhan Kemal Güven dönüþtürmek seçimlerinde baþarýlý olmadýðý bir yönetiminde deneyimli siyasetçi sayýsý bir gerçeði olan þaþý Var olan gerçekleri gündeme taþýmayýp gerisinde bunlara karþýn karþý tavýr ulusalcýlýk Atatürkçülük maskesiyle bir baþka deyiþle asýl sorunu sýrtýný emekçileri arkasýna yoksullarla omuz omuza olmayan gerçekten sosyal demokrat bir parti parti okulu yýlýnda Avusturya vb parti okullarý yýllarýn parti okulu yýlýnda Eski tüzükte aktarýlan paranýn okula ayrýlan payý yüzde yeni hazýrlanan tüzükte yüzde yaþanan olaylara faili meçhul cinayetlere karýþtýðý öne sürülen emekli JÝTEM komutanlarýný savunan görünce onlarý yakýndan önseçimleri bazýlarý koltuklarýný yüzden Kemal yeni bir tüzük Elbette CHP demokrasinin laiklik temelinde yaþam bulacaðýný bilerek Aydýnlanma emperyalizme karþý arasýnda bulunan büyük bir kesim nedenle altýný CHP içinde ulusalcýlýðý kaba milliyetçilik olarak etkili bir muhalefet parti içindeki derebeylik yakýn yýllarla yüzleþmekten yýllarda demokrasi Ali Dersim olaylarýný irdelemek zoruna gitmemeli giderse oylarýný yüzde yüzde DYP ANAP merkez sað oylarý lideri parti içinde küçük ayrýþmada yumruðunu masaya sevin ister AKP lideri cemaate bile buraya deyip restini ,HİKMET ÇETİNKAYA
563,Kavga Tek Boyutlu Þubat sanýrým bardaðý taþýran son damla MÝT Müsteþarý Hakan Fidan vardý salt Brüksel Baþbakan buyruðuyla KCK temsilcileriyle yapýlan görüþmelerin ses kayýtlarý internete düþerken kýzýþmýþtý öncesi Marmara Gülen uzun bir süredir iliþkilerinin AB ülkeleriyle yakýn diyalog Ýngiltere ülkelerle didiþmemesini Hakan yakýn olarak hükümetin Ýran olan iliþkilerinden tedirgin hareketiyle hükümet arasýndaki çekiþme Cemil TBMM Baþkaný olmasýnýn ardýndan kýzýþmýþtý bunlarý yýlýnda yapýlan halkoylamasýný AKP iktidarýna gönderme yaptýðýný AKP iktidarýný askerleri eleþtirdiði yazýsý zaman gerilmiþti komutanlar içeriye alýnmaya kavga bir süreliðine cemaatin eðitim çalýþmalarý Hizbullah PKK tarafýndan olasý Erbakan hareketine karþý olan oylanmasý döneminde darbeci faþist General Kenan gönderdiði albaylarla görüþme yaptýðýný anýmsatmakta yarar size okullarýnýn anahtarlarýný Orgeneral Çevik Bir Tümgeneral Erol teslim ettiklerini arada yýllardaki yýlýndaki Gülen arasýnda daðlar kadar fark yýlýndan beri Artýk çevresinde olarak adlandýrýlan yaþý devirmiþ bir iki kiþi Yakýnýnda olanlar iyi eðitim iki dil bilen bilim Amerikalý gitmeden önce dek pek liderle iliþki kuran açýk tavýr aldýðýnýn altýný çizdikten bir yazýsýnýn þu bölümüne göz genetiðindeki hemen hemen bütün kuvvet temsilcilerine baþka insanlarýn tepelerine onlarý sindirme seslerini kesme hislerini ezip sadece belli bir kesimin iþi siyasi iktidarý güçlenenler artýk kimseyi kale almamaya baþlar dediðim dedik düþüncesiyle hareket idarecilerin etrafý özel yakýn çevrelerce kuþatýlýr halkýn sesinin asýl merciye ulaþmasýnýn önü dün herkesin elini öpen biraz güçlenince gayrý kimseyi dinlemez bildikleri davranýr iyi iþin kendilerine mal edilmesini hedef çatýþma basit bir pastadan savaþýmý son geliþmeleri tartýþýrken dün sabah yurt genelinde KCK operasyonlarý yeniden Ýstanbul Özel Yetkili Cumhuriyet Baþsavcý Vekili Fikret Seçen önemli bir açýklama kimi devlet görevlilerinin kendilerine yürütme organý tarafýndan verilen görevlerin dýþýna çýkarak hareket ettiklerine iliþkin görüþ eylemlerini gerçekleþtirmesine yardým ettikleri kuþkusu doðuracak kanýtlar Soruþturmanýn nedenle Cemaatiyle AKP arasýnda öyle derin bir çatlak olduðuna inananlardan geliþmeleri cemaatin üstüne yüklemek kolaycýlýk sorumlu olan cemaat hareketi Mavi Marmara gemisinin Ýsrail karasularýna girmesine karþý koymakta cemaati arasýndaki kavga falan Cüppeli Ahmet Hoca adlý ciddiye alýr hareketinin bugünlere nasýl geçirdiði evreleri bilmeyenler bunu önemseyip uzman olduklarýný koþulsuz destek Hakan harcanmamasý için ters arkadaþlar olaylarý irdelerken mücadelesinde öyle kurusýký atýyorlar boyunca Gülen hareketini hatta destek Þimdilerde maþallahlarý var Her þimdilerde uzman kavga derseniz dindaþ medya üzerinden adý salt ideolojik bir siyasi bir ucunda öbür ucunda ABD vardýr Orta yerinde ,HİKMET ÇETİNKAYA
565,Devlette Çatlak Þubat birbirine neler bir hukuk devletinin kurum kuruluþlarýnda neler olup bittiðini diyenler sonunda anladý mý ülkelerine hukuk devleti dersi veren iþlerin arapsaçýna döndüðünü görenler neyle boyunca askeri darbelere karþý devlet içinde örgütlü çetelerin varlýðýný yazýp çizenler beri süren tutukluluk medya üzerinde yoðunlaþan yandaþ candaþ medya yaratýlmasý göz ardý yetkili savcýlara bavullarla belge taþýyanlar gazeteci olarak tanýmlanýp baþüstünde televizyonlarýn konuðu iþi ileriye götürüp þöyle konuþmaya bir operasyon dalgasý Ünlü gazete patronlarý iþadamlarý yakýnda gözaltýna haber kaynaklarýyla konuþamaz sýradan okuduðu gazeteyi adalete gereksinimi sorun beri vesayete sivil vesayete Müsteþarý Hakan özel yetkili savcýnýn sýfatýyla ifade vermesi için çaðýrmasýndan sonra AKP iktidarýný koþulsuz destekleyen kimi köþeciler bugün devlette savaþ gitgide derinleþen bir kaos savaþ yeni devletin önemli kurumu olan MÝT içinde kadrolaþma taraflarý Müsteþarý özel yetkili savcýnýn kendisini ifadeye beklediði saatlerde Cumhurbaþkaný Abdullah ardýndan Baþbakan Recep Tayyip gitti Ýstanbul itirazda soruþturma yetkiniz yeni bir tartýþma hukukçular hukuk devletinde kurum kuruluþlar tümlük içinde yaþananlarý Ortadoðu sanayileþmiþ demokratik ülkeler þaþkýnlýkla eski Genelkurmay Baþkaný emekli Orgeneral Ýlker Baþbuð örgütü olduðu savýyla tutuklanýp komutanlarýn iþbirliði örgütün MÝT tarafýndan korunduðu öne Müsteþarý iddiasýyla ifadeye deðindiðim Fidan ifadeye çaðrýldýðý gün önemli KCK operasyonlarý yapan iki polis müdürü görevlerinden gördüðüm kolunu bacaðýný darbecileri içeriye þimdi tam sýrada haberi televizyon ekranlarýna özel yetkili Cumhuriyet MÝT Müsteþarý Hakan ifadesinin alýnmasý amacýyla Ankara Cumhuriyet talimat yazýsý Eski MÝT Müsteþarý Emre eski Müsteþar Yardýmcýsý Afet iki MÝT görevlisi Hüseyin Kuzuoðlu Yaþar Yýldýrým hakkýnda çýkartýlmasý için Ýstanbul Aðýr Ceza Nöbetçi yargýç Mesut istemi inceleyip dört kiþi hakkýnda var olan baþka bir öteden beri süregelen çekiþmesinin þimdilerde doruða güvenlik birimleri yargý içinde tümlük kýsa sürede derlenip toparlanmasý yapacak olan Cumhurbaþkaný Gül Baþbakan olarak þunun altýný çizmekte yarar yýllardaki iliþkileri iyi üstü örtülen faili meçhullerin hangi örgütlerle baðlantýsý olduðu gerçek bir demokratik hukuk devleti ,HİKMET ÇETİNKAYA
566,Saray Ýktidar Savaþý Þubat önceki gün yaptýðý açýklama gün sýfatýyla KCK içinde MÝT müsteþarý iki arkadaþý nasýl yer aklýmla izah Kimi bakanlar benzer serzeniþlerde bulunurken ben benim kafamda kimi sorular arasýnda iþleyen hýzlý bir iki Emniyet þube müdürünün görevden ardýndan iki yeni yöneticinin atanmasý bunlarýn olduðunun söylenmesi kadar þube müdürü bir cemaatle baðlantýlarý þu konuda düþündüklerim var elimde bir veri yakýn gazetelerin köþelerinde olay irdelenirken iktidar savaþýmýnýn su yüzüne çýktýðý vurgulansa bile bir belge bir bilgi gördüðüm doðrularla yanlýþlarýn birbirine yetkili savcý birlikteliðinin kantarýn topuzunu iyice kaçýrdýðý önemli bir Dünyanýn ülkesinde böyle kurumlar Örtülü operasyonlar yapar sorunu içlerinde yargýda Bunun tersi yapýlmaz bir ülkenin MÝT Müsteþarý Hakan Fidan birlikte gittiði heyete Brüksel Terörist muamelesi hele þöyle bir soru taraf kabul etmesinde bir rolü var benzer pek soru var dedirten geliþmeler oluyor planda tam göbeðinde yýldýr salt arasýnda polisi arasýnda bir rekabet durum MÝT için polis için adýna bir olaya ilk tanýk oluyorum iki þube müdürünün baþarýlý KCK operasyonlarý koca kenti havaya uçaracak bombalar ele geçirdiklerini onlarýn baþýna mý iktidar savaþýmý ileride ivme mi AKP üst yöneticileri art arda açýklamalar yaparken Erdoðan arada açýk açýk sorulmasý gereken þu olmalý yetkili karþý böyle bir radikal kararý nasýl Genelkurmay Baþkaný emekli Orgeneral Ýlker Andýç davasýndan ifadesi alýnmak üzere özel yetkili savcýlýða çaðrýldý terör örgütü kurmaktan böyle olaylara yandaþ basýn okurken bir baktým aklý baþýna gelenler tutuklama sürelerinin özel yetkili savcýlarýn mahkemelerin amacýný aþtýðýný mesleðim bir süre sabahtan beri yaðan karý Cumhurbaþkaný Abdullah Çankaya bir buçuk saat Bazý AKP Genel Baþkaný durum deðerlendirmesi Akþamüzeri Genelkurmay Baþkaný Orgeneral Necdet görüþen Erdoðan sonra ardýndan bir araya aydýnlanmýþ Hakan diþ bilediðini yapýlan toplantýlara Hakan baþýna buyruk gitmedi Emre Taner Afet istihbarat birimleri dünyada Ýçinde çürük kurumda olduðu orada yýprattýk yýpratacaðýmýz þimdi sýra geldi konuda veri bir gün veriyi bulursam yazarým iktidar Baþbakan Erdoðan suskunluðunu bozup bir konuþsun ,HİKMET ÇETİNKAYA
